gstin,tax_period,table,invoice_no,invoice_date,ctin,customer_name,pos,inv_typ,hsn,rate,taxable_value,igst,cgst,sgst,cess,invoice_value
29AABCV1234K1Z9,032025,B2B,VPI/KA/24-25/0229,10-03-2025,27AAEFS1122H1ZJ,SAHYADRI ENGINEERING WORKS,27,R,998719,18,266453.07,47961.55,0.0,0.0,0.0,314414.62
29AABCV1234K1Z9,032025,B2B,VPI/KA/24-25/0230,02-03-2025,29AAGFK9012M1ZX,KAVERI HYDRAULICS LLP,29,R,72085190,18,1430282.17,0.0,128725.4,128725.39,0.0,1687732.96
29AABCV1234K1Z9,032025,B2B,VPI/KA/24-25/0231,11-03-2025,36AABCD4455L1ZH,DECCAN MACHINE TOOLS PRIVATE LIMITED,36,R,73181500,18,57035.98,10266.48,0.0,0.0,0.0,67302.46
29AABCV1234K1Z9,032025,B2B,VPI/KA/24-25/0232,26-03-2025,29AAGFK9012M1ZX,KAVERI HYDRAULICS LLP,29,R,73181500,18,31692.49,0.0,2852.33,2852.32,0.0,37397.14
29AABCV1234K1Z9,032025,B2B,VPI/KA/24-25/0233,03-03-2025,27AAEFS1122H1ZJ,SAHYADRI ENGINEERING WORKS,27,R,40169390,12,22514.2,2701.7,0.0,0.0,0.0,25215.9
29AABCV1234K1Z9,032025,B2B,VPI/KA/24-25/0234,07-03-2025,19AAACB6677K1Z6,BENGAL PUMPS AND SEALS PRIVATE LIMITED,19,R,84139110,18,52152.9,9387.52,0.0,0.0,0.0,61540.42
29AABCV1234K1Z9,032025,B2B,VPI/KA/24-25/0235,29-03-2025,36AABCD4455L1ZH,DECCAN MACHINE TOOLS PRIVATE LIMITED,36,R,998719,18,547735.49,98592.39,0.0,0.0,0.0,646327.88
29AABCV1234K1Z9,032025,B2B,VPI/KA/24-25/0236,08-03-2025,07AAACN8899J1ZP,NORTHERN VALVE SYSTEMS PRIVATE LIMITED,07,R,73181500,18,15409.72,2773.75,0.0,0.0,0.0,18183.47
29AABCV1234K1Z9,032025,EXPWOP,VPI/KA/24-25/0237,26-03-2025,,PACIFIC RIM INDUSTRIAL PTE LTD,96,EXPWOP,73181500,18,860412.72,0.0,0.0,0.0,0.0,860412.72
29AABCV1234K1Z9,032025,EXPWOP,VPI/KA/24-25/0238,05-03-2025,,ATLAS VALVE CORP,96,EXPWOP,73181500,18,1665698.16,0.0,0.0,0.0,0.0,1665698.16
29AABCV1234K1Z9,032025,B2CL,VPI/KA/24-25/0239,31-03-2025,,Unregistered customer,24,R,72085190,18,2028481.99,365126.76,0.0,0.0,0.0,2393608.75
29AABCV1234K1Z9,032025,B2CL,VPI/KA/24-25/0240,23-03-2025,,Unregistered customer,08,R,84139110,18,1014950.19,182691.03,0.0,0.0,0.0,1197641.22
29AABCV1234K1Z9,032025,B2CS,,31-03-2025,,B2C aggregate,29,OE,84819090,18,307496.46,0.0,27674.68,27674.68,0.0,362845.82
29AABCV1234K1Z9,032025,B2CS,,31-03-2025,,B2C aggregate,29,OE,84819090,12,616383.79,0.0,36983.03,36983.02,0.0,690349.84
27AABCV1234K1ZD,042024,B2B,VPI/MH/24-25/0001,29-04-2024,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,84819090,18,492050.58,88569.1,0.0,0.0,0.0,580619.68
27AABCV1234K1ZD,042024,B2B,VPI/MH/24-25/0002,14-04-2024,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,40169390,12,31970.2,3836.42,0.0,0.0,0.0,35806.62
27AABCV1234K1ZD,042024,B2B,VPI/MH/24-25/0003,27-04-2024,07AAACN8899J1ZP,NORTHERN VALVE SYSTEMS PRIVATE LIMITED,07,R,73181500,18,44182.19,7952.79,0.0,0.0,0.0,52134.98
27AABCV1234K1ZD,042024,B2B,VPI/MH/24-25/0004,21-04-2024,07AAACN8899J1ZP,NORTHERN VALVE SYSTEMS PRIVATE LIMITED,07,R,40169390,12,10791.63,1295.0,0.0,0.0,0.0,12086.63
27AABCV1234K1ZD,042024,B2B,VPI/MH/24-25/0005,22-04-2024,27AAEFS1122H1ZJ,SAHYADRI ENGINEERING WORKS,27,R,72085190,18,2012872.53,0.0,181158.53,181158.53,0.0,2375189.59
27AABCV1234K1ZD,042024,B2B,VPI/MH/24-25/0006,14-04-2024,07AAACN8899J1ZP,NORTHERN VALVE SYSTEMS PRIVATE LIMITED,07,R,84139110,18,289628.23,52133.08,0.0,0.0,0.0,341761.31
27AABCV1234K1ZD,042024,B2CS,,30-04-2024,,B2C aggregate,27,OE,84819090,18,352546.59,0.0,31729.2,31729.19,0.0,416004.98
27AABCV1234K1ZD,042024,B2CS,,30-04-2024,,B2C aggregate,27,OE,84819090,12,222978.82,0.0,13378.73,13378.73,0.0,249736.28
27AABCV1234K1ZD,052024,B2B,VPI/MH/24-25/0007,12-05-2024,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,84139110,18,942813.09,169706.36,0.0,0.0,0.0,1112519.45
27AABCV1234K1ZD,052024,SEZWOP,VPI/MH/24-25/0008,16-05-2024,29AAFCQ2233R1ZV,QUANTUM PRECISION SEZ UNIT PRIVATE LIMITED,29,SEWOP,84139110,18,1253611.53,0.0,0.0,0.0,0.0,1253611.53
27AABCV1234K1ZD,052024,B2B,VPI/MH/24-25/0009,01-05-2024,29AAGFK9012M1ZX,KAVERI HYDRAULICS LLP,29,R,40169390,12,82785.58,9934.27,0.0,0.0,0.0,92719.85
27AABCV1234K1ZD,052024,B2B,VPI/MH/24-25/0010,17-05-2024,19AAACB6677K1Z6,BENGAL PUMPS AND SEALS PRIVATE LIMITED,19,R,84819090,18,543969.16,97914.45,0.0,0.0,0.0,641883.61
27AABCV1234K1ZD,052024,B2B,VPI/MH/24-25/0011,13-05-2024,19AAACB6677K1Z6,BENGAL PUMPS AND SEALS PRIVATE LIMITED,19,R,40169390,12,182862.99,21943.56,0.0,0.0,0.0,204806.55
27AABCV1234K1ZD,052024,B2B,VPI/MH/24-25/0012,09-05-2024,29ADHPG5566Q1ZQ,GOKUL TRADERS,29,R,73181500,18,183568.02,33042.24,0.0,0.0,0.0,216610.26
27AABCV1234K1ZD,052024,B2CS,,31-05-2024,,B2C aggregate,27,OE,84819090,18,524421.23,0.0,47197.91,47197.91,0.0,618817.05
27AABCV1234K1ZD,052024,B2CS,,31-05-2024,,B2C aggregate,27,OE,84819090,12,567224.08,0.0,34033.45,34033.44,0.0,635290.97
27AABCV1234K1ZD,062024,B2B,VPI/MH/24-25/0013,13-06-2024,27AAEFS1122H1ZJ,SAHYADRI ENGINEERING WORKS,27,R,84819090,18,87712.72,0.0,7894.15,7894.14,0.0,103501.01
27AABCV1234K1ZD,062024,B2B,VPI/MH/24-25/0014,12-06-2024,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,84139110,18,195060.05,35110.81,0.0,0.0,0.0,230170.86
27AABCV1234K1ZD,062024,B2B,VPI/MH/24-25/0015,02-06-2024,29AAAGK3344N1Z0,KARNATAKA STATE INFRA DEVELOPMENT CORPORATION,29,R,998719,18,272102.34,48978.42,0.0,0.0,0.0,321080.76
27AABCV1234K1ZD,062024,B2B,VPI/MH/24-25/0016,22-06-2024,36AABCD4455L1ZH,DECCAN MACHINE TOOLS PRIVATE LIMITED,36,R,73181500,18,200363.11,36065.36,0.0,0.0,0.0,236428.47
27AABCV1234K1ZD,062024,B2B,VPI/MH/24-25/0017,11-06-2024,19AAACB6677K1Z6,BENGAL PUMPS AND SEALS PRIVATE LIMITED,19,R,72085190,18,1793982.26,322916.81,0.0,0.0,0.0,2116899.07
27AABCV1234K1ZD,062024,B2B,VPI/MH/24-25/0018,21-06-2024,36AABCD4455L1ZH,DECCAN MACHINE TOOLS PRIVATE LIMITED,36,R,73181500,18,28757.42,5176.34,0.0,0.0,0.0,33933.76
27AABCV1234K1ZD,062024,B2CS,,30-06-2024,,B2C aggregate,27,OE,84819090,18,790119.23,0.0,71110.73,71110.73,0.0,932340.69
27AABCV1234K1ZD,062024,B2CS,,30-06-2024,,B2C aggregate,27,OE,84819090,12,1051611.16,0.0,63096.67,63096.67,0.0,1177804.5
27AABCV1234K1ZD,072024,B2B,VPI/MH/24-25/0019,28-07-2024,07AAACN8899J1ZP,NORTHERN VALVE SYSTEMS PRIVATE LIMITED,07,R,73181500,18,129083.1,23234.96,0.0,0.0,0.0,152318.06
27AABCV1234K1ZD,072024,B2B,VPI/MH/24-25/0020,12-07-2024,29AAGFK9012M1ZX,KAVERI HYDRAULICS LLP,29,R,40169390,12,21760.78,2611.29,0.0,0.0,0.0,24372.07
27AABCV1234K1ZD,072024,B2B,VPI/MH/24-25/0021,08-07-2024,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,998719,18,928027.87,167045.02,0.0,0.0,0.0,1095072.89
27AABCV1234K1ZD,072024,B2B,VPI/MH/24-25/0022,14-07-2024,19AAACB6677K1Z6,BENGAL PUMPS AND SEALS PRIVATE LIMITED,19,R,998719,18,707217.67,127299.18,0.0,0.0,0.0,834516.85
27AABCV1234K1ZD,072024,B2B,VPI/MH/24-25/0023,30-07-2024,29AAAGK3344N1Z0,KARNATAKA STATE INFRA DEVELOPMENT CORPORATION,29,R,84139110,18,253721.45,45669.86,0.0,0.0,0.0,299391.31
27AABCV1234K1ZD,072024,B2B,VPI/MH/24-25/0024,20-07-2024,19AAACB6677K1Z6,BENGAL PUMPS AND SEALS PRIVATE LIMITED,19,R,40169390,12,110123.44,13214.81,0.0,0.0,0.0,123338.25
27AABCV1234K1ZD,072024,B2CS,,31-07-2024,,B2C aggregate,27,OE,84819090,18,1090446.63,0.0,98140.2,98140.19,0.0,1286727.02
27AABCV1234K1ZD,072024,B2CS,,31-07-2024,,B2C aggregate,27,OE,84819090,12,682325.5,0.0,40939.53,40939.53,0.0,764204.56
27AABCV1234K1ZD,082024,B2B,VPI/MH/24-25/0025,19-08-2024,27AAEFS1122H1ZJ,SAHYADRI ENGINEERING WORKS,27,R,84139110,18,59259.51,0.0,5333.36,5333.35,0.0,69926.22
27AABCV1234K1ZD,082024,SEZWOP,VPI/MH/24-25/0026,20-08-2024,29AAFCQ2233R1ZV,QUANTUM PRECISION SEZ UNIT PRIVATE LIMITED,29,SEWOP,84819090,18,236538.25,0.0,0.0,0.0,0.0,236538.25
27AABCV1234K1ZD,082024,B2B,VPI/MH/24-25/0027,02-08-2024,27AAEFS1122H1ZJ,SAHYADRI ENGINEERING WORKS,27,R,40169390,12,2316.47,0.0,138.99,138.99,0.0,2594.45
27AABCV1234K1ZD,082024,B2B,VPI/MH/24-25/0028,01-08-2024,07AAACN8899J1ZP,NORTHERN VALVE SYSTEMS PRIVATE LIMITED,07,R,998719,18,516165.65,92909.82,0.0,0.0,0.0,609075.47
27AABCV1234K1ZD,082024,B2B,VPI/MH/24-25/0029,25-08-2024,07AAACN8899J1ZP,NORTHERN VALVE SYSTEMS PRIVATE LIMITED,07,R,73181500,18,114079.83,20534.37,0.0,0.0,0.0,134614.2
27AABCV1234K1ZD,082024,B2B,VPI/MH/24-25/0030,01-08-2024,27AAEFS1122H1ZJ,SAHYADRI ENGINEERING WORKS,27,R,72085190,18,1944383.07,0.0,174994.48,174994.47,0.0,2294372.02
27AABCV1234K1ZD,082024,B2CS,,31-08-2024,,B2C aggregate,27,OE,84819090,18,619767.17,0.0,55779.05,55779.04,0.0,731325.26
27AABCV1234K1ZD,082024,B2CS,,31-08-2024,,B2C aggregate,27,OE,84819090,12,652831.2,0.0,39169.87,39169.87,0.0,731170.94
27AABCV1234K1ZD,092024,B2B,VPI/MH/24-25/0031,04-09-2024,36AABCD4455L1ZH,DECCAN MACHINE TOOLS PRIVATE LIMITED,36,R,40169390,12,33304.32,3996.52,0.0,0.0,0.0,37300.84
27AABCV1234K1ZD,092024,B2B,VPI/MH/24-25/0032,22-09-2024,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,998719,18,856333.1,154139.96,0.0,0.0,0.0,1010473.06
27AABCV1234K1ZD,092024,B2B,VPI/MH/24-25/0033,29-09-2024,29AAGFK9012M1ZX,KAVERI HYDRAULICS LLP,29,R,84819090,18,1189148.46,214046.72,0.0,0.0,0.0,1403195.18
27AABCV1234K1ZD,092024,B2B,VPI/MH/24-25/0034,04-09-2024,29AAAGK3344N1Z0,KARNATAKA STATE INFRA DEVELOPMENT CORPORATION,29,R,40169390,12,2427.0,291.24,0.0,0.0,0.0,2718.24
27AABCV1234K1ZD,092024,B2B,VPI/MH/24-25/0035,23-09-2024,36AABCD4455L1ZH,DECCAN MACHINE TOOLS PRIVATE LIMITED,36,R,84819090,18,127580.7,22964.53,0.0,0.0,0.0,150545.23
27AABCV1234K1ZD,092024,B2B,VPI/MH/24-25/0036,11-09-2024,07AAACN8899J1ZP,NORTHERN VALVE SYSTEMS PRIVATE LIMITED,07,R,84139110,18,231084.63,41595.23,0.0,0.0,0.0,272679.86
27AABCV1234K1ZD,092024,B2CS,,30-09-2024,,B2C aggregate,27,OE,84819090,18,642771.38,0.0,57849.43,57849.42,0.0,758470.23
27AABCV1234K1ZD,092024,B2CS,,30-09-2024,,B2C aggregate,27,OE,84819090,12,1247693.53,0.0,74861.61,74861.61,0.0,1397416.75
27AABCV1234K1ZD,102024,B2B,VPI/MH/24-25/0037,26-10-2024,07AAACN8899J1ZP,NORTHERN VALVE SYSTEMS PRIVATE LIMITED,07,R,84139110,18,132647.74,23876.59,0.0,0.0,0.0,156524.33
27AABCV1234K1ZD,102024,B2B,VPI/MH/24-25/0038,10-10-2024,36AABCD4455L1ZH,DECCAN MACHINE TOOLS PRIVATE LIMITED,36,R,73181500,18,82432.76,14837.9,0.0,0.0,0.0,97270.66
27AABCV1234K1ZD,102024,B2B,VPI/MH/24-25/0039,16-10-2024,29AAGFK9012M1ZX,KAVERI HYDRAULICS LLP,29,R,72085190,18,750648.69,135116.76,0.0,0.0,0.0,885765.45
27AABCV1234K1ZD,102024,SEZWOP,VPI/MH/24-25/0040,26-10-2024,29AAFCQ2233R1ZV,QUANTUM PRECISION SEZ UNIT PRIVATE LIMITED,29,SEWOP,72085190,18,2185260.85,0.0,0.0,0.0,0.0,2185260.85
27AABCV1234K1ZD,102024,B2B,VPI/MH/24-25/0041,14-10-2024,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,40169390,12,59499.16,7139.9,0.0,0.0,0.0,66639.06
27AABCV1234K1ZD,102024,B2B,VPI/MH/24-25/0042,21-10-2024,19AAACB6677K1Z6,BENGAL PUMPS AND SEALS PRIVATE LIMITED,19,R,73181500,18,101059.4,18190.69,0.0,0.0,0.0,119250.09
27AABCV1234K1ZD,102024,B2CS,,31-10-2024,,B2C aggregate,27,OE,84819090,18,602917.8,0.0,54262.6,54262.6,0.0,711443.0
27AABCV1234K1ZD,102024,B2CS,,31-10-2024,,B2C aggregate,27,OE,84819090,12,669418.85,0.0,40165.13,40165.13,0.0,749749.11
27AABCV1234K1ZD,112024,SEZWOP,VPI/MH/24-25/0043,12-11-2024,29AAFCQ2233R1ZV,QUANTUM PRECISION SEZ UNIT PRIVATE LIMITED,29,SEWOP,998719,18,200222.04,0.0,0.0,0.0,0.0,200222.04
27AABCV1234K1ZD,112024,B2B,VPI/MH/24-25/0044,10-11-2024,07AAACN8899J1ZP,NORTHERN VALVE SYSTEMS PRIVATE LIMITED,07,R,73181500,18,26887.4,4839.73,0.0,0.0,0.0,31727.13
27AABCV1234K1ZD,112024,SEZWOP,VPI/MH/24-25/0045,16-11-2024,29AAFCQ2233R1ZV,QUANTUM PRECISION SEZ UNIT PRIVATE LIMITED,29,SEWOP,998719,18,574722.65,0.0,0.0,0.0,0.0,574722.65
27AABCV1234K1ZD,112024,B2B,VPI/MH/24-25/0046,21-11-2024,29AAGFK9012M1ZX,KAVERI HYDRAULICS LLP,29,R,84819090,18,1217991.86,219238.53,0.0,0.0,0.0,1437230.39
27AABCV1234K1ZD,112024,B2B,VPI/MH/24-25/0047,06-11-2024,27AAEFS1122H1ZJ,SAHYADRI ENGINEERING WORKS,27,R,73181500,18,125268.69,0.0,11274.18,11274.18,0.0,147817.05
27AABCV1234K1ZD,112024,B2B,VPI/MH/24-25/0048,10-11-2024,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,40169390,12,75314.86,9037.78,0.0,0.0,0.0,84352.64
27AABCV1234K1ZD,112024,B2CS,,30-11-2024,,B2C aggregate,27,OE,84819090,18,1240023.96,0.0,111602.16,111602.15,0.0,1463228.27
27AABCV1234K1ZD,112024,B2CS,,30-11-2024,,B2C aggregate,27,OE,84819090,12,1098080.56,0.0,65884.84,65884.83,0.0,1229850.23
27AABCV1234K1ZD,122024,B2B,VPI/MH/24-25/0049,09-12-2024,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,84139110,18,280462.85,50483.31,0.0,0.0,0.0,330946.16
27AABCV1234K1ZD,122024,B2B,VPI/MH/24-25/0050,19-12-2024,27AAEFS1122H1ZJ,SAHYADRI ENGINEERING WORKS,27,R,84819090,18,642783.72,0.0,57850.54,57850.53,0.0,758484.79
27AABCV1234K1ZD,122024,B2B,VPI/MH/24-25/0051,04-12-2024,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,84139110,18,605603.58,109008.64,0.0,0.0,0.0,714612.22
27AABCV1234K1ZD,122024,B2B,VPI/MH/24-25/0052,19-12-2024,19AAACB6677K1Z6,BENGAL PUMPS AND SEALS PRIVATE LIMITED,19,R,998719,18,754997.09,135899.48,0.0,0.0,0.0,890896.57
27AABCV1234K1ZD,122024,B2B,VPI/MH/24-25/0053,13-12-2024,36AABCD4455L1ZH,DECCAN MACHINE TOOLS PRIVATE LIMITED,36,R,84139110,18,389357.39,70084.33,0.0,0.0,0.0,459441.72
27AABCV1234K1ZD,122024,B2B,VPI/MH/24-25/0054,20-12-2024,29AAGFK9012M1ZX,KAVERI HYDRAULICS LLP,29,R,84819090,18,136134.58,24504.22,0.0,0.0,0.0,160638.8
27AABCV1234K1ZD,122024,B2CS,,31-12-2024,,B2C aggregate,27,OE,84819090,18,341139.42,0.0,30702.55,30702.55,0.0,402544.52
27AABCV1234K1ZD,122024,B2CS,,31-12-2024,,B2C aggregate,27,OE,84819090,12,674880.89,0.0,40492.86,40492.85,0.0,755866.6
27AABCV1234K1ZD,012025,B2B,VPI/MH/24-25/0055,01-01-2025,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,73181500,18,317846.3,57212.33,0.0,0.0,0.0,375058.63
27AABCV1234K1ZD,012025,B2B,VPI/MH/24-25/0056,12-01-2025,07AAACN8899J1ZP,NORTHERN VALVE SYSTEMS PRIVATE LIMITED,07,R,40169390,12,119385.95,14326.31,0.0,0.0,0.0,133712.26
27AABCV1234K1ZD,012025,B2B,VPI/MH/24-25/0057,27-01-2025,29AAGFK9012M1ZX,KAVERI HYDRAULICS LLP,29,R,998719,18,502461.45,90443.06,0.0,0.0,0.0,592904.51
27AABCV1234K1ZD,012025,B2B,VPI/MH/24-25/0058,21-01-2025,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,84139110,18,140659.16,25318.65,0.0,0.0,0.0,165977.81
27AABCV1234K1ZD,012025,B2B,VPI/MH/24-25/0059,06-01-2025,29ADHPG5566Q1ZQ,GOKUL TRADERS,29,R,73181500,18,136838.51,24630.93,0.0,0.0,0.0,161469.44
27AABCV1234K1ZD,012025,B2B,VPI/MH/24-25/0060,16-01-2025,36AABCD4455L1ZH,DECCAN MACHINE TOOLS PRIVATE LIMITED,36,R,998719,18,218537.3,39336.71,0.0,0.0,0.0,257874.01
27AABCV1234K1ZD,012025,B2CS,,31-01-2025,,B2C aggregate,27,OE,84819090,18,2308104.81,0.0,207729.44,207729.43,0.0,2723563.68
27AABCV1234K1ZD,012025,B2CS,,31-01-2025,,B2C aggregate,27,OE,84819090,12,884620.75,0.0,53077.25,53077.24,0.0,990775.24
27AABCV1234K1ZD,022025,B2B,VPI/MH/24-25/0061,14-02-2025,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,72085190,18,709454.25,127701.77,0.0,0.0,0.0,837156.02
27AABCV1234K1ZD,022025,B2B,VPI/MH/24-25/0062,22-02-2025,07AAACN8899J1ZP,NORTHERN VALVE SYSTEMS PRIVATE LIMITED,07,R,84819090,18,82115.56,14780.8,0.0,0.0,0.0,96896.36
27AABCV1234K1ZD,022025,B2B,VPI/MH/24-25/0063,26-02-2025,27AAEFS1122H1ZJ,SAHYADRI ENGINEERING WORKS,27,R,40169390,12,38491.67,0.0,2309.5,2309.5,0.0,43110.67
27AABCV1234K1ZD,022025,B2B,VPI/MH/24-25/0064,12-02-2025,27AAEFS1122H1ZJ,SAHYADRI ENGINEERING WORKS,27,R,84139110,18,720883.15,0.0,64879.49,64879.48,0.0,850642.12
27AABCV1234K1ZD,022025,B2B,VPI/MH/24-25/0065,23-02-2025,07AAACN8899J1ZP,NORTHERN VALVE SYSTEMS PRIVATE LIMITED,07,R,998719,18,459035.59,82626.41,0.0,0.0,0.0,541662.0
27AABCV1234K1ZD,022025,B2B,VPI/MH/24-25/0066,28-02-2025,27AAEFS1122H1ZJ,SAHYADRI ENGINEERING WORKS,27,R,998719,18,610612.25,0.0,54955.11,54955.1,0.0,720522.46
27AABCV1234K1ZD,022025,B2CS,,28-02-2025,,B2C aggregate,27,OE,84819090,18,646326.48,0.0,58169.39,58169.38,0.0,762665.25
27AABCV1234K1ZD,022025,B2CS,,28-02-2025,,B2C aggregate,27,OE,84819090,12,426673.12,0.0,25600.39,25600.38,0.0,477873.89
27AABCV1234K1ZD,032025,B2B,VPI/MH/24-25/0067,03-03-2025,07AAACN8899J1ZP,NORTHERN VALVE SYSTEMS PRIVATE LIMITED,07,R,998719,18,113520.49,20433.69,0.0,0.0,0.0,133954.18
27AABCV1234K1ZD,032025,B2B,VPI/MH/24-25/0068,18-03-2025,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,72085190,18,1764020.08,317523.61,0.0,0.0,0.0,2081543.69
27AABCV1234K1ZD,032025,B2B,VPI/MH/24-25/0069,17-03-2025,29ADHPG5566Q1ZQ,GOKUL TRADERS,29,R,998719,18,384665.03,69239.71,0.0,0.0,0.0,453904.74
27AABCV1234K1ZD,032025,B2B,VPI/MH/24-25/0070,09-03-2025,07AAACN8899J1ZP,NORTHERN VALVE SYSTEMS PRIVATE LIMITED,07,R,998719,18,155812.05,28046.17,0.0,0.0,0.0,183858.22
27AABCV1234K1ZD,032025,B2B,VPI/MH/24-25/0071,16-03-2025,27AAEFS1122H1ZJ,SAHYADRI ENGINEERING WORKS,27,R,73181500,18,63633.82,0.0,5727.05,5727.04,0.0,75087.91
27AABCV1234K1ZD,032025,B2B,VPI/MH/24-25/0072,13-03-2025,29AAGFK9012M1ZX,KAVERI HYDRAULICS LLP,29,R,998719,18,383719.73,69069.55,0.0,0.0,0.0,452789.28
27AABCV1234K1ZD,032025,B2CS,,31-03-2025,,B2C aggregate,27,OE,84819090,18,353770.71,0.0,31839.37,31839.36,0.0,417449.44
27AABCV1234K1ZD,032025,B2CS,,31-03-2025,,B2C aggregate,27,OE,84819090,12,272980.11,0.0,16378.81,16378.8,0.0,305737.72
33AABCV1234K1ZK,092024,B2B,VPI/TN/24-25/0001,28-09-2024,27AAEFS1122H1ZJ,SAHYADRI ENGINEERING WORKS,27,R,72085190,18,751780.06,135320.41,0.0,0.0,0.0,887100.47
33AABCV1234K1ZK,092024,B2B,VPI/TN/24-25/0002,30-09-2024,27AAEFS1122H1ZJ,SAHYADRI ENGINEERING WORKS,27,R,73181500,18,14829.42,2669.3,0.0,0.0,0.0,17498.72
33AABCV1234K1ZK,092024,B2B,VPI/TN/24-25/0003,12-09-2024,27AAEFS1122H1ZJ,SAHYADRI ENGINEERING WORKS,27,R,72085190,18,120796.94,21743.45,0.0,0.0,0.0,142540.39
33AABCV1234K1ZK,092024,B2CS,,30-09-2024,,B2C aggregate,33,OE,84819090,18,111459.58,0.0,10031.36,10031.36,0.0,131522.3
33AABCV1234K1ZK,092024,B2CS,,30-09-2024,,B2C aggregate,33,OE,84819090,12,63327.2,0.0,3799.63,3799.63,0.0,70926.46
33AABCV1234K1ZK,102024,B2B,VPI/TN/24-25/0004,21-10-2024,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,84139110,18,316569.65,56982.54,0.0,0.0,0.0,373552.19
33AABCV1234K1ZK,102024,SEZWOP,VPI/TN/24-25/0005,19-10-2024,29AAFCQ2233R1ZV,QUANTUM PRECISION SEZ UNIT PRIVATE LIMITED,29,SEWOP,73181500,18,49355.88,0.0,0.0,0.0,0.0,49355.88
33AABCV1234K1ZK,102024,B2B,VPI/TN/24-25/0006,08-10-2024,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,40169390,12,9507.95,1140.95,0.0,0.0,0.0,10648.9
33AABCV1234K1ZK,102024,B2CS,,31-10-2024,,B2C aggregate,33,OE,84819090,18,265051.04,0.0,23854.6,23854.59,0.0,312760.23
33AABCV1234K1ZK,102024,B2CS,,31-10-2024,,B2C aggregate,33,OE,84819090,12,493565.91,0.0,29613.96,29613.95,0.0,552793.82
33AABCV1234K1ZK,112024,B2B,VPI/TN/24-25/0007,26-11-2024,07AAACN8899J1ZP,NORTHERN VALVE SYSTEMS PRIVATE LIMITED,07,R,84819090,18,74904.66,13482.84,0.0,0.0,0.0,88387.5
33AABCV1234K1ZK,112024,B2B,VPI/TN/24-25/0008,19-11-2024,29ADHPG5566Q1ZQ,GOKUL TRADERS,29,R,72085190,18,527222.09,94899.98,0.0,0.0,0.0,622122.07
33AABCV1234K1ZK,112024,B2B,VPI/TN/24-25/0009,16-11-2024,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,84819090,18,198186.46,35673.56,0.0,0.0,0.0,233860.02
33AABCV1234K1ZK,112024,B2CS,,30-11-2024,,B2C aggregate,33,OE,84819090,18,407098.56,0.0,36638.87,36638.87,0.0,480376.3
33AABCV1234K1ZK,112024,B2CS,,30-11-2024,,B2C aggregate,33,OE,84819090,12,99448.2,0.0,5966.89,5966.89,0.0,111381.98
33AABCV1234K1ZK,122024,SEZWOP,VPI/TN/24-25/0010,13-12-2024,29AAFCQ2233R1ZV,QUANTUM PRECISION SEZ UNIT PRIVATE LIMITED,29,SEWOP,72085190,18,590834.15,0.0,0.0,0.0,0.0,590834.15
33AABCV1234K1ZK,122024,SEZWOP,VPI/TN/24-25/0011,06-12-2024,29AAFCQ2233R1ZV,QUANTUM PRECISION SEZ UNIT PRIVATE LIMITED,29,SEWOP,40169390,12,2204.11,0.0,0.0,0.0,0.0,2204.11
33AABCV1234K1ZK,122024,B2B,VPI/TN/24-25/0012,29-12-2024,29AACCS7712F1ZB,SRIRAM AUTO COMPONENTS PRIVATE LIMITED,29,R,72085190,18,161153.13,29007.56,0.0,0.0,0.0,190160.69
33AABCV1234K1ZK,122024,B2CS,,31-12-2024,,B2C aggregate,33,OE,84819090,18,156504.67,0.0,14085.42,14085.42,0.0,184675.51
33AABCV1234K1ZK,122024,B2CS,,31-12-2024,,B2C aggregate,33,OE,84819090,12,178113.49,0.0,10686.81,10686.81,0.0,199487.11
